Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0,0,0.01
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0
Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.03,0,0
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.04,0,0
Fast Food,2600,1981,Action,Unknown,0.27,0.02,0,0
Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0,0,0.01
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0,0,0
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02
Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0,0.02
Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0,0
Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0,0.01
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0
Fatal Fury,SNES,1992,Fighting,Takara,0,0,0.39,0
Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,0.45,0
Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.01,0
Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0,0.01
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,0.01,0
Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0
Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0
Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0,0,0.08,0
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,0.14,0
Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0,0,0.05,0
Fear Effect,PS,1998,Action,Eidos Interactive,0.4,0.27,0,0.05
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0,0.01
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0,0.01,0,0
Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0,0,0.01,0
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0,0,0.01
Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.14,0,0,0.01
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0,0
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01
FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.05
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0,0.1
FIFA 12,PS2,2011,Sports,Electronic Arts,0,0.02,0,0.06
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.26,0.02,0.14
FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0,0.11
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53
FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.06
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.16,0,0.07
FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13
FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.38,0,0.05
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.33,0,0.03
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.03
FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07
FIFA 15,PS4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47
FIFA 15,PSV,2014,Sports,Electronic Arts,0.13,0.48,0.04,0.19
FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06
FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0,0.14
FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0,0.01
FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42
FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.06,0.06,1.26
FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13
FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23
FIFA 17,PC,2016,Sports,Electronic Arts,0,0.05,0,0
FIFA 17,PS3,2016,Sports,Electronic Arts,0.02,0.29,0.01,0.05
FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69
FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0,0.01
FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0,0.02
FIFA 2001: Major League Soccer,PS2,2000,Sports,Electronic Arts,0,0,0.09,0
FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0,0.03
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01
FIFA Soccer,PSP,2005,Sports,Electronic Arts,0.11,0,0,0.01
FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09
FIFA Soccer 06,DS,2005,Sports,Electronic Arts,0.05,0,0,0
FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0,0
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0.01,0,0.01
FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.29,0.38,0,0.01
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0,0
FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0,0
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89
FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.24,0.65,0,0.32
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04
FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0,0.11
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0,0.01,0,0
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0,0.06
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0,0.07
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.65,0,0.11
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23
FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.5,0,0.09
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0,0.07
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.05,0.13,2.01
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.1
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.3,0.05,0.12
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.19,0.46,0,0.08
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.18,0.26,0,0.04
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0
FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0,0.01
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08
FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0,0
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0,0
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0,0.04
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05
FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0,0
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0,0
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0,0.01
FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0,0.01
FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07
FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0,0
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04
FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0,0.25
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0,0.1
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0
FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0,0
FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04
FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.06,0,0.03
FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0,0
FIFA Street 3,DS,2008,Sports,Electronic Arts,0.07,0.02,0,0.01
FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0,0.06
FIFA Street 3,X360,2008,Sports,Electronic Arts,0.12,0.14,0,0.03
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0,0.03
FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05
Fifi and the Flowertots,DS,2009,Misc,Avanquest,0,0.09,0,0.01
Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0
Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0,0.02
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0,0.19
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.13,0.03,0,0
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12
Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0,0.02
Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,0.46,0.18,0,0.03
Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.02,0,0.05
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0.06,0,0.01
Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13
Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0,0
Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02
Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0,0
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0,0,0.62,0
Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0,0.06
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0,0,0.01
Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09
Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0,0.04
Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0,0
Fighting Vipers,SAT,1995,Fighting,Sega,0,0,0.4,0
Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,0.02,0
Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0,0.02
Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0,0.52,0
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0,0,0.51,0
Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0.38,0
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03
Final Fantasy Collection,PS,1999,Role-Playing,Square,0,0,0.42,0.03
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,0.22,0.08,0.08,0.03
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01
Final Fantasy I & II,NES,1994,Role-Playing,Square,0,0,0.11,0
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09
Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05
Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,0.29,0.02
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16
Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14
Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0,0,0.81,0
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0,0,0.16,0.01
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01
Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.08,0.01
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01
Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96
Final Fantasy VII International,PS,1997,Role-Playing,Square,0,0,0.59,0.04
Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23
Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.21,0.31,0.28,0.16
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0,0,0.27,0
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01
Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0,0,0.02,0
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0,0,0.02
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.25,0,0.02,0.02
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74
Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0,0,0.11,0
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06
Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,0.86,0.48,0,0.17
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.36,0.33,0.28,0.15
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0,0.01,0
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.05,0.06,0.01
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03
Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03
Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0
Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02
Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18
Finding Nemo,XB,2003,Action,THQ,0.48,0.16,0,0.02
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.04,0,0.01
Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,0.21,0.08,0,0.01
Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01
Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0,0,0.39,0
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0,0,0.7,0
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0,0,0.58,0
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,0.27,0
